"scenario";"annee";"surface";"surface_lag";"raccordement"
"S0 Nopol";"2046";15042769.3666;15166314.9555;-123545.588900002
"S0 Nopol";"2047";15082993.1883;15042769.3666;40223.8217000011
"S0 Nopol";"2048";15150348.1856;15082993.1883;67354.997299999
"S0 Nopol";"2049";15240208.0273;15150348.1856;89859.8417000007
"S0 Nopol";"2050";15287130.9498;15240208.0273;46922.9224999994
"S1 AME";"2009";56476789.6076;0;56476789.6076
"S1 AME";"2010";55219219.4923;56476789.6076;-1257570.11530001
"S1 AME";"2011";53902241.927;55219219.4923;-1316977.5653
"S1 AME";"2012";52645596.7447;53902241.927;-1256645.1823
"S1 AME";"2013";51495680.0681;52645596.7447;-1149916.6766
"S1 AME";"2014";50178009.4677;51495680.0681;-1317670.60039999
"S1 AME";"2015";48821751.1676;50178009.4677;-1356258.30010001
"S1 AME";"2016";47514303.0558;48821751.1676;-1307448.1118
"S1 AME";"2017";46304571.0574;47514303.0558;-1209731.9984
"S1 AME";"2018";45209297.6186;46304571.0574;-1095273.4388
"S1 AME";"2019";44215109.8272;45209297.6186;-994187.7914
"S1 AME";"2020";43443371.1792;44215109.8272;-771738.648000002
"S1 AME";"2021";42079421.2938;43443371.1792;-1363949.8854
"S1 AME";"2022";40746971.7234;42079421.2938;-1332449.5704
"S1 AME";"2023";39439859.8061;40746971.7234;-1307111.91729999
"S1 AME";"2024";38164537.7985;39439859.8061;-1275322.0076
"S1 AME";"2025";36933212.8297;38164537.7985;-1231324.9688
"S1 AME";"2026";35782899.4743;36933212.8297;-1150313.3554
"S1 AME";"2027";34677831.0228;35782899.4743;-1105068.4515
"S1 AME";"2028";33610283.783;34677831.0228;-1067547.2398
"S1 AME";"2029";32645520.64;33610283.783;-964763.143000003
"S1 AME";"2030";31744833.6448;32645520.64;-900686.995199997
"S1 AME";"2031";30785452.3532;31744833.6448;-959381.2916
"S1 AME";"2032";29919131.1389;30785452.3532;-866321.214299999
"S1 AME";"2033";29143426.8414;29919131.1389;-775704.297499999
"S1 AME";"2034";28490498.3711;29143426.8414;-652928.4703
"S1 AME";"2035";27896344.1304;28490498.3711;-594154.240699999
"S1 AME";"2036";27326966.9302;27896344.1304;-569377.200200003
"S1 AME";"2037";26836350.7503;27326966.9302;-490616.179900002
"S1 AME";"2038";26430788.9406;26836350.7503;-405561.809699997
"S1 AME";"2039";26074499.4945;26430788.9406;-356289.4461
"S1 AME";"2040";25746046.4664;26074499.4945;-328453.028099999
"S1 AME";"2041";25451835.2619;25746046.4664;-294211.204500001
"S1 AME";"2042";25198399.7724;25451835.2619;-253435.489500001
"S1 AME";"2043";26216423.9067;25198399.7724;1018024.1343
"S1 AME";"2044";27350231.6008;26216423.9067;1133807.6941
"S1 AME";"2045";28460413.9755;27350231.6008;1110182.3747
"S1 AME";"2046";29470751.7587;28460413.9755;1010337.7832
"S1 AME";"2047";30650064.0759;29470751.7587;1179312.31720001
"S1 AME";"2048";31798069.711;30650064.0759;1148005.6351
"S1 AME";"2049";32637321.1001;31798069.711;839251.3891
"S1 AME";"2050";33395815.6988;32637321.1001;758494.598700002
"S8 AMS2 Dec0";"2009";56476789.6076;0;56476789.6076
"S8 AMS2 Dec0";"2010";55219219.4919;56476789.6076;-1257570.11570001
"S8 AMS2 Dec0";"2011";53902242.8618;55219219.4919;-1316976.63009999
"S8 AMS2 Dec0";"2012";52645598.2442;53902242.8618;-1256644.61760002
"S8 AMS2 Dec0";"2013";51495681.3416;52645598.2442;-1149916.90259999
"S8 AMS2 Dec0";"2014";50179878.1319;51495681.3416;-1315803.2097
"S8 AMS2 Dec0";"2015";48838171.1617;50179878.1319;-1341706.9702
"S8 AMS2 Dec0";"2016";47555130.1517;48838171.1617;-1283041.00999999
"S8 AMS2 Dec0";"2017";46390008.0997;47555130.1517;-1165122.052
"S8 AMS2 Dec0";"2018";45358437.8055;46390008.0997;-1031570.2942
"S8 AMS2 Dec0";"2019";44481374.7714;45358437.8055;-877063.034099996
"S8 AMS2 Dec0";"2020";43799152.9702;44481374.7714;-682221.801200002
"S8 AMS2 Dec0";"2021";42998413.3888;43799152.9702;-800739.5814
"S8 AMS2 Dec0";"2022";42264630.3494;42998413.3888;-733783.039399996
"S8 AMS2 Dec0";"2023";41601349.9684;42264630.3494;-663280.381000005
"S8 AMS2 Dec0";"2024";40956727.0362;41601349.9684;-644622.9322
"S8 AMS2 Dec0";"2025";40416120.2767;40956727.0362;-540606.759500004
"S8 AMS2 Dec0";"2026";39887668.5025;40416120.2767;-528451.7742
"S8 AMS2 Dec0";"2027";39438082.5331;39887668.5025;-449585.969399996
"S8 AMS2 Dec0";"2028";39019489.927;39438082.5331;-418592.6061
"S8 AMS2 Dec0";"2029";38742976.7051;39019489.927;-276513.221900001
"S8 AMS2 Dec0";"2030";38602428.8526;38742976.7051;-140547.852499999
"S8 AMS2 Dec0";"2031";38360328.7907;38602428.8526;-242100.061899997
"S8 AMS2 Dec0";"2032";38208862.4989;38360328.7907;-151466.2918
"S8 AMS2 Dec0";"2033";38317602.9806;38208862.4989;108740.481699996
"S8 AMS2 Dec0";"2034";38552751.6223;38317602.9806;235148.6417
"S8 AMS2 Dec0";"2035";39069523.923;38552751.6223;516772.300699994
"S8 AMS2 Dec0";"2036";39718430.0825;39069523.923;648906.15950001
"S8 AMS2 Dec0";"2037";40541186.5988;39718430.0825;822756.516299993
"S8 AMS2 Dec0";"2038";41567526.4186;40541186.5988;1026339.8198
"S8 AMS2 Dec0";"2039";42705867.7928;41567526.4186;1138341.3742
"S8 AMS2 Dec0";"2040";43909367.6904;42705867.7928;1203499.8976
"S8 AMS2 Dec0";"2041";45229983.8438;43909367.6904;1320616.1534
"S8 AMS2 Dec0";"2042";46556339.2314;45229983.8438;1326355.3876
"S8 AMS2 Dec0";"2043";50291023.8916;46556339.2314;3734684.6602
"S8 AMS2 Dec0";"2044";54290105.5733;50291023.8916;3999081.68170001
"S8 AMS2 Dec0";"2045";58395244.7803;54290105.5733;4105139.20699999
"S8 AMS2 Dec0";"2046";62573846.0079;58395244.7803;4178601.2276
"S8 AMS2 Dec0";"2047";67160983.2641;62573846.0079;4587137.2562
"S8 AMS2 Dec0";"2048";71954376.7703;67160983.2641;4793393.5062
"S8 AMS2 Dec0";"2049";76671640.5292;71954376.7703;4717263.7589
"S8 AMS2 Dec0";"2050";81384584.4422;76671640.5292;4712943.913
"S3 AMS1";"2009";56476789.6076;0;56476789.6076
"S3 AMS1";"2010";55135421.4139;56476789.6076;-1341368.19370001
"S3 AMS1";"2011";53746111.1692;55135421.4139;-1389310.24469999
"S3 AMS1";"2012";52415901.8676;53746111.1692;-1330209.3016
"S3 AMS1";"2013";51183185.5691;52415901.8676;-1232716.2985
"S3 AMS1";"2014";49804006.6248;51183185.5691;-1379178.9443
"S3 AMS1";"2015";48378774.4002;49804006.6248;-1425232.2246
"S3 AMS1";"2016";46973323.3577;48378774.4002;-1405451.0425
"S3 AMS1";"2017";45596122.8885;46973323.3577;-1377200.46919999
"S3 AMS1";"2018";44279369.8291;45596122.8885;-1316753.05940001
"S3 AMS1";"2019";42987586.6512;44279369.8291;-1291783.1779
"S3 AMS1";"2020";41728697.3038;42987586.6512;-1258889.34739999
"S3 AMS1";"2021";40321592.2245;41728697.3038;-1407105.0793
"S3 AMS1";"2022";38959929.3712;40321592.2245;-1361662.85330001
"S3 AMS1";"2023";37683103.3438;38959929.3712;-1276826.02739999
"S3 AMS1";"2024";36486118.8125;37683103.3438;-1196984.5313
"S3 AMS1";"2025";35383544.8384;36486118.8125;-1102573.9741
"S3 AMS1";"2026";34331387.7604;35383544.8384;-1052157.07799999
"S3 AMS1";"2027";33296104.3776;34331387.7604;-1035283.38280001
"S3 AMS1";"2028";32300079.8796;33296104.3776;-996024.498
"S3 AMS1";"2029";31327011.1898;32300079.8796;-973068.689800002
"S3 AMS1";"2030";30404569.3277;31327011.1898;-922441.862099998
"S3 AMS1";"2031";29455705.111;30404569.3277;-948864.216700003
"S3 AMS1";"2032";28543707.6518;29455705.111;-911997.459199999
"S3 AMS1";"2033";27633754.5754;28543707.6518;-909953.076400001
"S3 AMS1";"2034";26777086.4066;27633754.5754;-856668.168799996
"S3 AMS1";"2035";26037240.1681;26777086.4066;-739846.238500003
"S3 AMS1";"2036";25430455.5704;26037240.1681;-606784.5977
"S3 AMS1";"2037";25011798.3685;25430455.5704;-418657.201899998
"S3 AMS1";"2038";24690571.2967;25011798.3685;-321227.071800001
"S3 AMS1";"2039";24450568.6972;24690571.2967;-240002.5995
"S3 AMS1";"2040";24270792.6876;24450568.6972;-179776.009599999
"S3 AMS1";"2041";24187848.6774;24270792.6876;-82944.0102000013
"S3 AMS1";"2042";24149434.7807;24187848.6774;-38413.8966999985
"S3 AMS1";"2043";26087577.7703;24149434.7807;1938142.9896
"S3 AMS1";"2044";28123575.3044;26087577.7703;2035997.5341
"S3 AMS1";"2045";30271235.6579;28123575.3044;2147660.3535
"S3 AMS1";"2046";32673254.4756;30271235.6579;2402018.8177
"S3 AMS1";"2047";35543828.3687;32673254.4756;2870573.8931
"S3 AMS1";"2048";38751767.5065;35543828.3687;3207939.1378
"S3 AMS1";"2049";42231692.4191;38751767.5065;3479924.9126
"S3 AMS1";"2050";45920627.2114;42231692.4191;3688934.79229999
"S5 AMS2";"2009";56476789.6076;0;56476789.6076
"S5 AMS2";"2010";55219219.4919;56476789.6076;-1257570.1157
"S5 AMS2";"2011";53902242.8618;55219219.4919;-1316976.6301
"S5 AMS2";"2012";52645598.2442;53902242.8618;-1256644.61760001
"S5 AMS2";"2013";51495681.3416;52645598.2442;-1149916.90259999
"S5 AMS2";"2014";50179878.1319;51495681.3416;-1315803.2097
"S5 AMS2";"2015";48837208.058;50179878.1319;-1342670.0739
"S5 AMS2";"2016";47553551.9729;48837208.058;-1283656.0851
"S5 AMS2";"2017";46387545.0127;47553551.9729;-1166006.9602
"S5 AMS2";"2018";45354278.8573;46387545.0127;-1033266.15539999
"S5 AMS2";"2019";44434377.867;45354278.8573;-919900.9903
"S5 AMS2";"2020";43730224.0124;44434377.867;-704153.854600005
"S5 AMS2";"2021";42921509.1118;43730224.0124;-808714.900600001
"S5 AMS2";"2022";42171206.9634;42921509.1118;-750302.148400001
"S5 AMS2";"2023";41509488.6321;42171206.9634;-661718.331299998
"S5 AMS2";"2024";40831476.3102;41509488.6321;-678012.321900003
"S5 AMS2";"2025";40229048.1392;40831476.3102;-602428.170999996
"S5 AMS2";"2026";39680124.1693;40229048.1392;-548923.969900005
"S5 AMS2";"2027";39162983.1549;39680124.1693;-517141.014399998
"S5 AMS2";"2028";38695864.3026;39162983.1549;-467118.852300003
"S5 AMS2";"2029";38400832.6505;38695864.3026;-295031.652099997
"S5 AMS2";"2030";38170467.2438;38400832.6505;-230365.4067
"S5 AMS2";"2031";37875721.5635;38170467.2438;-294745.680299997
"S5 AMS2";"2032";37666311.9141;37875721.5635;-209409.649400003
"S5 AMS2";"2033";37627412.2666;37666311.9141;-38899.6475000009
"S5 AMS2";"2034";37659939.0044;37627412.2666;32526.7378000021
"S5 AMS2";"2035";37860107.0442;37659939.0044;200168.039800003
"S5 AMS2";"2036";38219248.7439;37860107.0442;359141.699699998
"S5 AMS2";"2037";38653782.887;38219248.7439;434534.143100001
"S5 AMS2";"2038";39194000.83;38653782.887;540217.942999996
"S5 AMS2";"2039";39841693.4067;39194000.83;647692.576700002
"S5 AMS2";"2040";40553838.0529;39841693.4067;712144.646200001
"S5 AMS2";"2041";41296936.6446;40553838.0529;743098.591699995
"S5 AMS2";"2042";41970293.6641;41296936.6446;673357.019500002
"S5 AMS2";"2043";44275158.2699;41970293.6641;2304864.6058
"S5 AMS2";"2044";46662100.6797;44275158.2699;2386942.4098
"S5 AMS2";"2045";49030841.6573;46662100.6797;2368740.97759999
"S5 AMS2";"2046";51236390.3302;49030841.6573;2205548.67290001
"S5 AMS2";"2047";53485692.5755;51236390.3302;2249302.2453
"S5 AMS2";"2048";55587923.5972;53485692.5755;2102231.02169999
"S5 AMS2";"2049";57434572.1395;55587923.5972;1846648.5423
"S5 AMS2";"2050";58941859.637;57434572.1395;1507287.4975
